geneSym,FC_ADvsNCI,LOG10 FC,t_ADvsNCI,p_ADvsNCI,,,,,,,
UGDH,0.851846056,-0.069638883,-0.336278324,0.746516572,,,,,,,
DNTTIP1,0.971582595,-0.012520274,-0.336239983,0.746544261,,,,,,,
SQOR,1.006487331,0.002808313,0.336116823,0.746633207,,,,,,,
ZDHHC20,1.205963236,0.081334069,0.335990539,0.746724414,,,,,,,
SGPL1,1.00828909,0.003585068,-0.335812244,0.746853192,,,,,,,
ADAMTSL4,0.932259057,-0.030463389,-0.335726385,0.74691521,,,,,,,
DLD,1.009252906,0.004000009,0.335442679,0.747120148,,,,,,,
BUB3,0.906259109,-0.042747615,-0.335272869,0.747242823,,,,,,,
USP6NL,1.054031928,0.022853766,0.335046645,0.747406266,,,,,,,
IL6ST,1.039607241,0.016869296,0.334971374,0.74746065,,,,,,,
SNRNP27,0.990647021,-0.004081062,0.334629857,0.747707422,,,,,,,
ACTR3,0.962737934,-0.016491916,-0.334530328,0.747779346,,,,,,,
SMS,0.972992863,-0.011890345,-0.33445187,0.747836045,,,,,,,
HOXD13,0.918246368,-0.037040781,0.334418391,0.747860238,,,,,,,
FOXN1,0.950693723,-0.021959374,-0.334373454,0.747892714,,,,,,,
CAP2,1.194703074,0.077259981,0.334252477,0.747980145,,,,,,,
SFXN1,1.042435198,0.018049067,0.334044205,0.748130675,,,,,,,
PLEKHA7,0.998534455,-0.000636945,-0.334017269,0.748150143,,,,,,,
ICMT,0.93999192,-0.026875879,-0.334013362,0.748152968,,,,,,,
NGFR,0.979882027,-0.008826208,0.333839021,0.748278984,,,,,,,
DHRS4,0.931765142,-0.030693541,-0.333656462,0.748410949,,,,,,,
TRIM26,0.983323328,-0.007303658,-0.333571775,0.748472169,,,,,,,
YWHAQ,1.063609922,0.02678238,0.33341791,0.748583403,,,,,,,
CWC27,0.899402366,-0.046045975,-0.333316182,0.748656949,,,,,,,
DCLK1,1.227423129,0.088994302,0.333218005,0.74872793,,,,,,,
CLU,0.816386355,-0.088104263,-0.333067558,0.748836707,,,,,,,
AADAT,0.920487468,-0.03598212,-0.333047166,0.748851452,,,,,,,
GRB10,0.981105826,-0.008284145,-0.33303731,0.748858578,,,,,,,
CHURC1,1.117285,0.048163968,0.333024394,0.748867917,,,,,,,
SMCR8,1.032157474,0.013745962,0.33286615,0.74898234,,,,,,,
OXNAD1,1.031634515,0.013525864,0.332816324,0.74901837,,,,,,,
SYT7,1.012707132,0.005483869,-0.332771877,0.749050511,,,,,,,
HK1,1.05621787,0.023753511,0.332724349,0.74908488,,,,,,,
RPL30,0.881156863,-0.054946772,-0.3324179,0.749306498,,,,,,,
WNT4,0.963971512,-0.0159358,-0.332272704,0.74941151,,,,,,,
RELA,1.02182364,0.009375946,0.33211624,0.749524677,,,,,,,
ATG2B,1.011859428,0.005120182,0.332059699,0.749565575,,,,,,,
EEF1E1,0.946688651,-0.023792829,-0.33201308,0.749599295,,,,,,,
CYBC1,0.959643226,-0.017890198,-0.331792334,0.749758974,,,,,,,
SRSF1,0.981312596,-0.008192626,0.331791181,0.749759808,,,,,,,
PKNOX2,0.944985759,-0.024574736,-0.331623378,0.7498812,,,,,,,
FZD7,0.993303853,-0.00291788,0.331595128,0.749901637,,,,,,,
GNAI3,0.993441253,-0.00285781,-0.331080011,0.750274332,,,,,,,
PLA2G2A,1.094152827,0.039077987,-0.330990635,0.750339004,,,,,,,
L1CAM,1.014450217,0.006230739,-0.33094232,0.750373965,,,,,,,
KRIT1,1.057274928,0.024187934,0.330806205,0.750472464,,,,,,,
RAB3A,0.895782393,-0.047797478,-0.330729551,0.750527936,,,,,,,
FKBP7,0.998903511,-0.00047646,0.330729297,0.750528119,,,,,,,
CLDN12,1.032163907,0.013748668,0.330687443,0.750558409,,,,,,,
TIMM22,0.975093985,-0.010953523,-0.330370608,0.750787713,,,,,,,
MIEF1,0.954360738,-0.020287436,-0.330305567,0.750834788,,,,,,,
DNAH7,1.139438085,0.056690732,0.330237896,0.750883769,,,,,,,
WDR46,0.983518548,-0.007217445,-0.330118655,0.750970078,,,,,,,
ALG14,0.936228665,-0.028618066,-0.330106028,0.750979218,,,,,,,
CSTF2,0.939808212,-0.026960764,-0.330075163,0.75100156,,,,,,,
SULT1A4,0.844431997,-0.073435319,-0.330056274,0.751015233,,,,,,,
MRPL52,0.879569778,-0.055729701,-0.329995108,0.751059509,,,,,,,
CDK5RAP3,0.985819284,-0.006202691,0.329628333,0.751325027,,,,,,,
PDXDC1,0.950686887,-0.021962496,-0.329624686,0.751327668,,,,,,,
NCSTN,0.923173715,-0.034716569,-0.329515995,0.751406359,,,,,,,
ITSN1,0.965592175,-0.015206262,-0.329457688,0.751448573,,,,,,,
HM13,0.973462793,-0.011680643,-0.329407424,0.751484966,,,,,,,
SNCB,1.364083816,0.134841056,0.329387029,0.751499733,,,,,,,
NFS1,1.06548898,0.027548962,0.329355119,0.751522837,,,,,,,
NBDY,1.040823668,0.01737716,0.329324903,0.751544715,,,,,,,
SPP2,1.200088992,0.079213452,0.329177616,0.751651362,,,,,,,
SLC7A1,1.010447876,0.004513915,0.329086562,0.751717295,,,,,,,
SLC4A7,1.03098892,0.013253998,0.328890203,0.751859488,,,,,,,
AGPAT5,1.046027454,0.019543083,0.328848784,0.751889483,,,,,,,
PREX1,1.013400377,0.005781062,0.328844067,0.751892898,,,,,,,
RBL1,0.922335942,-0.035110867,-0.328723581,0.751980155,,,,,,,
EPHA4,1.005093445,0.002206441,-0.328695047,0.75200082,,,,,,,
HSP90AA1,1.096799532,0.040127257,0.328694046,0.752001544,,,,,,,
CSTF3,0.968595836,-0.013857402,-0.328653069,0.752031221,,,,,,,
PPP1R12A,0.956554449,-0.019290304,0.328446795,0.752180618,,,,,,,
MYBBP1A,0.943319017,-0.02534141,-0.328390075,0.7522217,,,,,,,
GPS1,1.069774037,0.029292054,0.328239709,0.752330615,,,,,,,
C6orf163,0.977598927,-0.009839284,-0.327956196,0.752535988,,,,,,,
DYNC1LI1,1.035488948,0.015145468,0.327774149,0.752667871,,,,,,,
GSTT2,0.886348766,-0.052395355,0.327632385,0.752770577,,,,,,,
RAB5IF,0.949991328,-0.022280359,-0.327597219,0.752796056,,,,,,,
PPP1R3G,1.050604718,0.021439347,-0.327591491,0.752800206,,,,,,,
IRAG1,0.984272448,-0.006884672,0.327547402,0.752832149,,,,,,,
YTHDF2,0.86795171,-0.061504437,-0.327515292,0.752855414,,,,,,,
CCZ1B,0.991030442,-0.003913005,-0.327192493,0.753089309,,,,,,,
RASSF8,1.110135052,0.045375815,0.327125803,0.753137635,,,,,,,
REEP6,0.974738808,-0.011111743,0.327114128,0.753146096,,,,,,,
DCTN1,1.121096486,0.049642991,0.327016215,0.753217049,,,,,,,
OSGEP,0.934815302,-0.029274187,-0.326697273,0.753448192,,,,,,,
RPL23,0.889307435,-0.050948077,-0.326314995,0.753725271,,,,,,,
MPZ,1.84487614,0.265967214,0.326309812,0.753729027,,,,,,,
NEDD8,1.021623098,0.009290703,0.32621968,0.753794362,,,,,,,
SCRN3,1.098170764,0.040669877,0.326185811,0.753818913,,,,,,,
DOCK3,1.137552103,0.055971298,0.326107853,0.753875425,,,,,,,
MACROH2A2,1.010945213,0.00472762,0.325987388,0.753962755,,,,,,,
LRRC1,1.049752275,0.021086824,-0.325919953,0.754011642,,,,,,,
IQSEC1,1.099305595,0.041118438,0.325885165,0.754036863,,,,,,,
LAS1L,0.962649522,-0.0165318,-0.325883854,0.754037813,,,,,,,
FZD8,0.96502276,-0.015462444,-0.325810007,0.754091351,,,,,,,
PRR14L,0.923095439,-0.034753395,-0.325781909,0.754111721,,,,,,,
NACA4P,0.966648199,-0.014731554,-0.325615569,0.754232322,,,,,,,
PSMB2,1.054536296,0.023061532,0.325570576,0.754264944,,,,,,,
TYRP1,1.180859043,0.07219806,0.325520607,0.754301175,,,,,,,
MCC,1.013413816,0.005786821,0.325375935,0.754406076,,,,,,,
D2HGDH,0.919693754,-0.036356763,-0.32535171,0.754423642,,,,,,,
DPYSL3,1.199264759,0.078915072,0.325210224,0.754526238,,,,,,,
ZNF573,1.005540035,0.002399366,0.3251056,0.754602109,,,,,,,
PTMS,0.958647981,-0.018340838,0.325024964,0.754660585,,,,,,,
HSPA5,1.014879884,0.006414645,0.324649938,0.754932574,,,,,,,
HPR,0.876008935,-0.057491464,0.324626864,0.75494931,,,,,,,
NSMCE1,1.065761632,0.027660082,0.324572835,0.754988498,,,,,,,
RER1,0.925850008,-0.033459366,-0.324570779,0.754989989,,,,,,,
RAD21,0.992897272,-0.003095682,0.3244081,0.755107988,,,,,,,
CCNB3,0.97689769,-0.010150917,0.324402939,0.755111731,,,,,,,
SPRYD4,0.973622027,-0.011609609,0.324255795,0.755218468,,,,,,,
GNPTG,0.98031865,-0.008632735,-0.324131292,0.755308786,,,,,,,
GALNT18,0.816995164,-0.087780514,-0.324121801,0.75531567,,,,,,,
PELO,1.009315314,0.004026863,0.323775539,0.75556688,,,,,,,
POLR2F,0.959534252,-0.017939518,0.323468553,0.755789621,,,,,,,
RRP15,0.925775978,-0.033494092,-0.323436014,0.755813232,,,,,,,
MCFD2,0.999596962,-0.000175072,0.323343074,0.755880673,,,,,,,
ERP29,1.086321925,0.035958545,0.323280254,0.755926259,,,,,,,
CFAP36,0.962802633,-0.016462731,-0.323197839,0.755986066,,,,,,,
BIN3,0.926520122,-0.033145144,-0.323040722,0.756100087,,,,,,,
CCDC88C,0.981589373,-0.008070152,-0.322559232,0.756449549,,,,,,,
ABL1,0.903944511,-0.043858228,-0.322518653,0.756479003,,,,,,,
CTNNA2,1.299803459,0.113877688,0.322453298,0.756526443,,,,,,,
GET4,1.05824425,0.024585917,0.322349812,0.756601563,,,,,,,
SMARCA5,0.934143577,-0.029586368,-0.322324058,0.756620258,,,,,,,
APOC3,0.757351354,-0.120702594,-0.322232508,0.756686718,,,,,,,
PPOX,0.916923277,-0.037667002,-0.322201809,0.756709003,,,,,,,
ATP6V1H,1.089758454,0.037330247,0.322144601,0.756750533,,,,,,,
POLR3A,0.982749326,-0.007557245,-0.322107904,0.756777174,,,,,,,
NEDD4L,1.026024633,0.011157788,0.322077224,0.756799448,,,,,,,
FXR1,1.004165988,0.001805507,0.322050058,0.75681917,,,,,,,
HSPE1,1.071753564,0.030094936,0.3217796,0.75701553,,,,,,,
GLRX2,1.037017535,0.0157861,0.321728979,0.757052284,,,,,,,
RASIP1,0.988954807,-0.004823554,0.321661701,0.757101133,,,,,,,
AMPD3,1.017127625,0.00737545,-0.321637886,0.757118425,,,,,,,
MRI1,1.255420477,0.098789208,0.32158259,0.757158576,,,,,,,
NIP7,0.907543922,-0.042132347,-0.321496674,0.757220961,,,,,,,
SLC25A12,1.047778257,0.020269382,0.321458406,0.75724875,,,,,,,
MADD,1.078235858,0.032713771,0.321391423,0.75729739,,,,,,,
SCAMP4,0.929987057,-0.031523096,-0.321309626,0.757356788,,,,,,,
PLCB1,1.279751483,0.107125642,0.3212042,0.757433349,,,,,,,
APOF,1.058330339,0.024621246,0.321154469,0.757469464,,,,,,,
KRT14,0.941926675,-0.025982904,-0.321010828,0.757573783,,,,,,,
EGFL7,1.05429367,0.022961599,0.320593154,0.757877147,,,,,,,
PTPN13,1.058119586,0.024534753,0.32051309,0.757935304,,,,,,,
SLPI,0.659882486,-0.180533398,-0.320083057,0.758247702,,,,,,,
RBBP7,0.989218489,-0.004707775,0.320076061,0.758252784,,,,,,,
VPS13C,0.977943348,-0.009686303,-0.319552412,0.758633256,,,,,,,
TTLL12,0.942737493,-0.025609221,-0.319413178,0.758734433,,,,,,,
NABP2,0.958990536,-0.018185679,-0.319159359,0.758918887,,,,,,,
AIFM2,0.903802944,-0.043926248,-0.319147627,0.758927413,,,,,,,
ARHGAP10,0.983357467,-0.00728858,0.319063501,0.758988552,,,,,,,
CHDH,1.065215977,0.027437672,0.318736929,0.75922591,,,,,,,
ALG6,0.927181097,-0.032835431,-0.318727296,0.759232912,,,,,,,
ADCY6,1.001114206,0.000483624,-0.318642135,0.759294813,,,,,,,
TDRD3,0.995133123,-0.002118818,-0.318552378,0.759360058,,,,,,,
MAP7,1.124194224,0.05084135,0.318473621,0.759417307,,,,,,,
HLA-DRB1,1.077790464,0.032534337,-0.318412321,0.759461868,,,,,,,
CCAR2,0.983091137,-0.007406219,-0.318324515,0.759525699,,,,,,,
ALDH1A2,1.020564007,0.008840248,0.318104541,0.759685619,,,,,,,
CCDC185,0.893520408,-0.048895524,-0.318037411,0.759734425,,,,,,,
ST6GAL1,0.95508466,-0.01995813,-0.317978472,0.759777276,,,,,,,
COL4A3,0.971028851,-0.012767866,0.317666782,0.760003906,,,,,,,
NSL1,0.932949309,-0.030141953,-0.31752717,0.760105425,,,,,,,
TBCA,1.050016859,0.021196272,0.317299117,0.760271266,,,,,,,
MRPL12,0.898917299,-0.046280262,-0.317256431,0.760302309,,,,,,,
MAPK1,1.140015006,0.056910568,0.317012162,0.76047996,,,,,,,
GIT2,1.010422583,0.004503044,0.316966424,0.760513226,,,,,,,
WIPI1,0.972466246,-0.012125464,0.316938294,0.760533686,,,,,,,
NDUFA6,1.044733175,0.019005386,0.316806381,0.760629632,,,,,,,
NEURL1B,0.981333333,-0.008183449,-0.316381176,0.760938933,,,,,,,
RNF20,0.950056966,-0.022250353,-0.316254155,0.761031339,,,,,,,
NDUFAF8,1.031539476,0.013485853,0.316218601,0.761057205,,,,,,,
CAPS,0.972713472,-0.012015069,-0.316217458,0.761058037,,,,,,,
PITRM1,0.860703026,-0.06514667,-0.316070305,0.761165095,,,,,,,
HCFC2,0.99938763,-0.00026603,-0.315960883,0.761244707,,,,,,,
LAMTOR5,0.879057144,-0.055982892,-0.315876267,0.761306273,,,,,,,
MAPK9,0.984580334,-0.006748843,-0.315865283,0.761314265,,,,,,,
MMAA,1.022920258,0.00984178,0.315405289,0.761648987,,,,,,,
NLRX1,0.955039867,-0.019978499,-0.315380347,0.761667137,,,,,,,
MRGPRF,1.010714781,0.004628617,0.315338681,0.761697459,,,,,,,
TRIP13,0.924621247,-0.034036131,0.315237242,0.761771282,,,,,,,
CAMK2B,1.35741105,0.13271138,0.31522488,0.761780278,,,,,,,
RIPK1,0.972832857,-0.01196177,-0.315111985,0.761862442,,,,,,,
STT3B,0.924695331,-0.034001335,-0.315022202,0.761927787,,,,,,,
EFS,1.055573383,0.023488431,0.31500833,0.761937883,,,,,,,
RPS7,0.918881183,-0.036740642,-0.314989749,0.761951407,,,,,,,
KIAA0930,1.130063966,0.053103027,0.314958217,0.761974357,,,,,,,
RMND5A,0.989375713,-0.004638755,-0.314944643,0.761984237,,,,,,,
SRSF7,0.990591923,-0.004105218,0.314815373,0.762078327,,,,,,,
SEC22A,0.914540005,-0.038797292,-0.314758948,0.762119399,,,,,,,
PRDX3,1.05342881,0.022605192,0.31475243,0.762124143,,,,,,,
COL12A1,1.005642581,0.002443654,-0.31457416,0.762253909,,,,,,,
KIF21A,1.252187396,0.097669328,0.314491131,0.76231435,,,,,,,
IFT56,0.926173968,-0.03330743,-0.314458971,0.762337761,,,,,,,
NAA10,0.996618607,-0.001471009,0.314424189,0.762363081,,,,,,,
IGSF1,1.143738127,0.058326599,0.314133019,0.762575058,,,,,,,
PTPRF,1.111615347,0.045954534,0.314084915,0.76261008,,,,,,,
AKR1C3,1.039940706,0.017008578,0.313970852,0.762693127,,,,,,,
UFM1,1.025447038,0.010913235,0.313909085,0.7627381,,,,,,,
CAPN1,0.986970345,-0.005695896,-0.313692092,0.7628961,,,,,,,
ARHGEF1,1.030035093,0.012852021,0.31356535,0.762988392,,,,,,,
RPN1,0.960003607,-0.017727135,-0.313487452,0.763045118,,,,,,,
SYN3,1.477666898,0.169576545,0.313464089,0.763062132,,,,,,,
ZMYND8,0.98504439,-0.006544198,0.312955495,0.763432535,,,,,,,
TBC1D10B,1.113915099,0.046852091,0.312636089,0.76366519,,,,,,,
HMGB3,0.963059823,-0.016346734,0.312439338,0.763808516,,,,,,,
SMG8,0.940939756,-0.026438181,-0.312310148,0.763902631,,,,,,,
COMMD8,0.9407151,-0.026541885,-0.312235935,0.763956698,,,,,,,
SZRD1,0.95111831,-0.021765457,-0.312124462,0.764037912,,,,,,,
CSNK2B,0.949968334,-0.022290871,-0.31209912,0.764056376,,,,,,,
HLA-C,0.777491227,-0.109304503,-0.311866278,0.764226026,,,,,,,
RPE,1.055045307,0.02327111,0.311831244,0.764251553,,,,,,,
NELFA,0.962682645,-0.016516858,-0.31181843,0.76426089,,,,,,,
CRADD,1.005308794,0.002299482,0.311711715,0.764338649,,,,,,,
GNAO1,1.477829658,0.169624378,0.311693588,0.764351858,,,,,,,
TLR3,0.92362966,-0.034502129,-0.311622711,0.764403505,,,,,,,
CHUK,1.044653683,0.01897234,0.311598719,0.764420988,,,,,,,
CLP1,0.958066809,-0.018604205,-0.31148146,0.764506436,,,,,,,
TARS1,1.048954969,0.020756845,0.31141846,0.764552347,,,,,,,
AKAP17A,0.99864793,-0.000587594,0.311292434,0.76464419,,,,,,,
IQCA1,1.225700165,0.088384244,0.311149406,0.76474843,,,,,,,
MYF5,0.925250989,-0.033740442,-0.310969201,0.76487977,,,,,,,
LPXN,1.026262888,0.011258624,0.310930977,0.764907631,,,,,,,
RAMAC,0.898793386,-0.046340132,-0.31076908,0.765025637,,,,,,,
CNNM2,1.112807371,0.046419994,0.310464042,0.765247995,,,,,,,
DHRS7,1.020950073,0.009004505,0.310462964,0.765248782,,,,,,,
MIEN1,1.045281464,0.019233249,0.310444193,0.765262465,,,,,,,
PABIR1,1.019464888,0.008372272,0.310425497,0.765276095,,,,,,,
HYPK,0.957317634,-0.018943941,-0.310332697,0.765343748,,,,,,,
VMA21,0.955140547,-0.019932718,-0.310151899,0.765475559,,,,,,,
ACBD3,0.944738472,-0.024688399,-0.31009535,0.765516788,,,,,,,
ELAVL1,0.912312269,-0.039856484,-0.309837125,0.765705065,,,,,,,
SNX29,0.993902786,-0.002656092,0.309704731,0.765801602,,,,,,,
GAP43,1.396231424,0.144957408,0.309689741,0.765812533,,,,,,,
MRPL28,0.88676272,-0.052192573,-0.309601674,0.765876751,,,,,,,
EPB41L4A,0.947494359,-0.023423367,-0.309530797,0.765928437,,,,,,,
TNFRSF10B,1.084086799,0.035064056,0.30932789,0.766076408,,,,,,,
MRPL32,0.92774575,-0.032571027,-0.308980426,0.766329823,,,,,,,
CTTN,0.925761819,-0.033500735,-0.308816831,0.766449148,,,,,,,
PCBD2,0.953688457,-0.020593474,-0.308761738,0.766489334,,,,,,,
RMC1,1.014207698,0.006126903,-0.308724831,0.766516255,,,,,,,
BACH1,0.952839736,-0.02098014,-0.308489598,0.76668785,,,,,,,
RMDN1,0.903942225,-0.043859327,-0.30843329,0.766728927,,,,,,,
MRPL45,0.932164834,-0.030507285,-0.308380824,0.766767201,,,,,,,
RPL17,0.876209718,-0.057391934,-0.308350592,0.766789257,,,,,,,
CACNA2D2,0.985929184,-0.006154278,0.30821867,0.7668855,,,,,,,
LRPPRC,0.897592428,-0.04692082,-0.308154893,0.76693203,,,,,,,
HMGB1,1.02425876,0.010409687,0.308060356,0.767001004,,,,,,,
STRA6,1.025759187,0.011045415,0.30766983,0.767285952,,,,,,,
DENND1A,0.96771352,-0.014253191,-0.307595552,0.767340154,,,,,,,
RBM12B,0.941521476,-0.026169769,-0.307562976,0.767363926,,,,,,,
ACOT2,0.929116685,-0.031929741,-0.307146252,0.767668044,,,,,,,
HSPD1,1.030844983,0.013193362,0.306963026,0.767801774,,,,,,,
GCSH,1.018426873,0.007929851,0.306893748,0.767852339,,,,,,,
C6orf120,0.917999697,-0.037157462,-0.306788053,0.767929487,,,,,,,
FCHSD1,0.860276781,-0.065361799,-0.306628629,0.768045858,,,,,,,
ARSA,0.869672096,-0.060644464,-0.306542862,0.768108466,,,,,,,
DDX47,0.969402718,-0.013495767,-0.306393034,0.768217842,,,,,,,
MRFAP1,0.950509795,-0.022043403,-0.306365574,0.768237889,,,,,,,
HPS3,0.930295242,-0.0313792,-0.306328132,0.768265222,,,,,,,
RCSD1,1.02550416,0.010937427,0.306142397,0.768400821,,,,,,,
ABHD13,0.961206104,-0.01718348,-0.305923109,0.768560927,,,,,,,
TMEM62,0.984218246,-0.006908588,-0.30568312,0.768736162,,,,,,,
CTTNBP2NL,1.007611845,0.003293264,-0.305645695,0.768763489,,,,,,,
MPV17,1.028747986,0.012308998,0.305529622,0.76884825,,,,,,,
DYSF,0.990099832,-0.004321013,-0.305510811,0.768861986,,,,,,,
DYNC1I1,1.279509143,0.107043394,0.305326127,0.768996856,,,,,,,
PITPNA,0.988847429,-0.004870711,-0.305162438,0.7691164,,,,,,,
CRABP1,1.023669711,0.010159853,0.305017936,0.769221938,,,,,,,
PID1,0.92949554,-0.03175269,0.304774065,0.769400062,,,,,,,
RAI14,1.025051869,0.010745842,0.3046732,0.769473739,,,,,,,
TPM4,0.98261338,-0.007617326,0.304663177,0.769481061,,,,,,,
TUBB2B,1.428215571,0.154793764,0.30462052,0.76951222,,,,,,,
EIF3G,0.922263557,-0.035144952,-0.304596457,0.769529797,,,,,,,
SCAI,1.029697396,0.012709615,-0.304539114,0.769571685,,,,,,,
KIF1B,0.989237321,-0.004699507,0.30415874,0.769849564,,,,,,,
GNE,1.099519265,0.041202843,0.30411806,0.769879284,,,,,,,
MAPK8,0.961514778,-0.017044036,-0.304067055,0.76991655,,,,,,,
SMAD5,0.96478619,-0.015568922,-0.304044396,0.769933104,,,,,,,
SPIRE1,1.063701239,0.026819665,0.303926152,0.770019497,,,,,,,
GLT8D1,1.012211096,0.005271094,0.30387717,0.770055286,,,,,,,
TRIM65,1.008088735,0.003498762,0.303796119,0.770114508,,,,,,,
MACF1,0.988903327,-0.004846162,-0.303596813,0.770260141,,,,,,,
SLC5A6,0.951003237,-0.021818005,-0.303535854,0.770304686,,,,,,,
EIF4E2,1.027749629,0.011887329,0.3034104,0.770396363,,,,,,,
CRYZL1,1.003662483,0.001587691,0.303300106,0.770476965,,,,,,,
WIPF1,0.997000907,-0.001304447,0.303057406,0.770654338,,,,,,,
IGFBP6,0.834044135,-0.078810967,-0.302904923,0.770765785,,,,,,,
ABCD4,1.043358859,0.018433708,-0.302690242,0.770922702,,,,,,,
DGUOK,0.959261121,-0.018063157,-0.302664055,0.770941843,,,,,,,
ALCAM,1.06140474,0.025881023,0.302611712,0.770980104,,,,,,,
PYCR3,1.088969555,0.037015738,0.302473375,0.771081228,,,,,,,
RPL13,0.896640203,-0.047381792,-0.302434204,0.771109862,,,,,,,
LUC7L,0.990510798,-0.004140785,0.302333652,0.771183369,,,,,,,
CD83,0.994449313,-0.002417348,0.301981563,0.771440777,,,,,,,
TRAP1,0.897796668,-0.046822011,-0.301853203,0.771534627,,,,,,,
ENOPH1,1.15824017,0.063798623,0.301736444,0.771619999,,,,,,,
RBM39,0.964419906,-0.015733834,-0.30146943,0.771815247,,,,,,,
SCFD1,0.940591285,-0.026599049,-0.3014176,0.771853149,,,,,,,
RAB36,1.049055647,0.020798526,-0.301380067,0.771880595,,,,,,,
PNPT1,1.011173472,0.004825667,0.301361226,0.771894374,,,,,,,
TMA7,1.043284602,0.018402798,0.301194432,0.772016351,,,,,,,
NFKB2,0.978937066,-0.009245227,-0.301148793,0.772049729,,,,,,,
ZSWIM8,1.081648967,0.03408634,0.301052294,0.772120304,,,,,,,
PTBP1,0.925046761,-0.033836313,-0.301032833,0.772134537,,,,,,,
QRICH1,0.949830873,-0.022353718,-0.300914113,0.772221367,,,,,,,
FLNB,0.97264528,-0.012045517,0.300782763,0.772317438,,,,,,,
NES,0.894863936,-0.048242994,-0.30072576,0.772359132,,,,,,,
RPL27,0.893501155,-0.048904882,-0.300474218,0.772543129,,,,,,,
FKBP1A,0.994018137,-0.002605691,0.300379701,0.77261227,,,,,,,
UFSP2,0.928719705,-0.03211534,-0.300361286,0.772625741,,,,,,,
CERS2,0.963198977,-0.016283988,0.300100002,0.772816888,,,,,,,
CADM2,1.499688662,0.176001108,0.299967098,0.772914122,,,,,,,
CPQ,0.964317942,-0.015779753,-0.299908517,0.772956982,,,,,,,
NUP93,0.950733899,-0.021941021,-0.29981047,0.77302872,,,,,,,
CMAS,0.958870493,-0.018240045,0.299752149,0.773071392,,,,,,,
PYGL,0.896659521,-0.047372436,-0.299742847,0.773078198,,,,,,,
STAG1,0.962531408,-0.01658509,-0.299714537,0.773098912,,,,,,,
GOSR1,0.88072835,-0.055158024,-0.299604622,0.773179338,,,,,,,
NCALD,1.319306044,0.120345552,0.299524731,0.773237797,,,,,,,
U2AF1,0.902593989,-0.044507563,-0.299334595,0.773376932,,,,,,,
ADARB2,1.037405944,0.015948732,0.299317561,0.773389397,,,,,,,
HMG20A,0.967946632,-0.014148587,0.29929851,0.773403338,,,,,,,
AFDN,0.973348786,-0.011731508,0.299207271,0.773470108,,,,,,,
BCO2,1.024347674,0.010447386,-0.299124275,0.773530847,,,,,,,
RIGI,0.857179472,-0.066928238,-0.298827578,0.773747993,,,,,,,
G6PD,1.029972534,0.012825644,0.29865703,0.773872823,,,,,,,
COPS5,1.056821847,0.024001783,0.298554488,0.773947881,,,,,,,
TRPV2,1.014285714,0.006160309,0.298496127,0.7739906,,,,,,,
MRPL43,0.861771443,-0.064607901,-0.298461665,0.774015827,,,,,,,
FADS2,0.83458222,-0.078530872,-0.298314394,0.774123632,,,,,,,
OPA1,0.978541214,-0.009420878,0.298308516,0.774127935,,,,,,,
ANK2,1.201713177,0.079800823,0.29818824,0.774215985,,,,,,,
GDAP1,1.089818385,0.03735413,0.298172351,0.774227616,,,,,,,
SLK,0.93475524,-0.029302092,-0.298126565,0.774261136,,,,,,,
LRRC8A,1.001664467,0.000722268,-0.297987478,0.774362961,,,,,,,
NUP214,1.004735889,0.002051916,0.297945584,0.774393634,,,,,,,
CNPY4,1.022263963,0.009563051,0.297849848,0.774463726,,,,,,,
RETSAT,1.075262972,0.031514691,0.297489866,0.774727304,,,,,,,
GSTCD,1.128083135,0.052341107,0.297045741,0.775052537,,,,,,,
ITFG1,0.940308785,-0.026729506,-0.297025093,0.775067658,,,,,,,
RPL34,0.828696714,-0.081604383,-0.297022309,0.775069697,,,,,,,
NARS2,0.93704604,-0.02823907,-0.297006993,0.775080914,,,,,,,
TBCK,1.030785141,0.01316815,0.296993413,0.775090859,,,,,,,
SCUBE1,0.964094981,-0.015880178,0.29692873,0.775138232,,,,,,,
COQ8B,0.874422252,-0.058278799,-0.296847327,0.77519785,,,,,,,
UBE4A,0.962024025,-0.016814082,-0.296777491,0.775248999,,,,,,,
MOCS2,1.024116657,0.01034943,0.296755638,0.775265005,,,,,,,
RPL24,0.914012655,-0.039047791,-0.296689131,0.775313717,,,,,,,
PEX6,1.095365404,0.03955902,0.296674889,0.775324148,,,,,,,
QPCTL,1.049719125,0.02107311,0.296315131,0.775587667,,,,,,,
TATDN1,1.033251095,0.014205874,-0.296239318,0.775643203,,,,,,,
CAND1,1.084790024,0.035345683,0.296122647,0.775728672,,,,,,,
RCOR3,0.965444843,-0.015272533,-0.295940729,0.775861945,,,,,,,
MRPL48,0.916559185,-0.037839486,-0.295756641,0.775996817,,,,,,,
WDFY4,1.059133307,0.024950626,0.295688837,0.776046495,,,,,,,
