,FC_ad_adnc,LOG10 FC,t_ad_adnc,p_ad_adnc,,,,,,,,,,,,,,,
CLN3,1.122277176,0.050100131,-0.275081385,0.787932743,,,,,,,,,,,,,,,
IGKV1D-39,1.689361069,0.227722482,0.456808249,0.655967487,,,,,,,,,,,,,,,
ITSN2,0.98441437,-0.006822055,-1.14685397,0.273795088,,,,,,,,,,,,,,,
PKP4,1.019040389,0.008191397,-0.031669803,0.975256031,,,,,,,,,,,,,,,
PRRC1,0.879378327,-0.055824242,-1.045768801,0.316276417,,,,,,,,,,,,,,,
SHROOM2,1.036576062,0.015601175,-0.394850644,0.699881388,,,,,,,,,,,,,,,
C11orf54,0.857786862,-0.06662061,-0.850707763,0.411585339,,,,,,,,,,,,,,,
UBXN6,1.049591026,0.021020109,0.620668632,0.546425476,,,,,,,,,,,,,,,
UQCRH,1.076476119,0.0320044,-0.16798088,0.869396176,,,,,,,,,,,,,,,
SLC66A3,1.027290724,0.011693367,0.071561262,0.944129922,,,,,,,,,,,,,,,
WIPF3,0.953024819,-0.020895789,-0.65763801,0.523185774,,,,,,,,,,,,,,,
ACP2,1.041287778,0.017570771,-0.403838174,0.693435641,,,,,,,,,,,,,,,
MTRF1,0.922179647,-0.035184467,-1.145094747,0.274495016,,,,,,,,,,,,,,,
CHAT,1.583920596,0.199733406,1.173927038,0.263196805,,,,,,,,,,,,,,,
PPP1R18,1.027886139,0.01194501,0.327814899,0.748700319,,,,,,,,,,,,,,,
RHAG,0.945203949,-0.024474473,-1.628783172,0.129310933,,,,,,,,,,,,,,,
PLCD1,1.233202755,0.091034486,1.32322765,0.210418732,,,,,,,,,,,,,,,
SYT10,1.086643312,0.036087011,0.271679779,0.790485795,,,,,,,,,,,,,,,
MTX3,1.003769529,0.001634008,-0.526175605,0.608353909,,,,,,,,,,,,,,,
PTGIS,1.013235788,0.005710521,0.304405931,0.766033014,,,,,,,,,,,,,,,
MCM8,1.017039661,0.007337889,0.398061241,0.69757595,,,,,,,,,,,,,,,
TUBB3,2.679209593,0.428006689,1.140131114,0.276477293,,,,,,,,,,,,,,,
SELENOH,0.983744616,-0.007117632,-0.376402621,0.713188372,,,,,,,,,,,,,,,
BRI3BP,0.959261094,-0.018063169,-0.69189727,0.502170073,,,,,,,,,,,,,,,
WHAMM,0.944264289,-0.024906435,-1.199196937,0.253595295,,,,,,,,,,,,,,,
PAN2,1.082857039,0.034571124,-0.055537542,0.956624199,,,,,,,,,,,,,,,
CXADR,0.991435593,-0.003735494,-0.090660427,0.929258151,,,,,,,,,,,,,,,
NPR3,0.831721612,-0.080022014,-0.964579156,0.353792481,,,,,,,,,,,,,,,
ARF4,0.994661839,-0.002324544,-0.862499361,0.405320173,,,,,,,,,,,,,,,
GRAMD1B,0.962307831,-0.01668598,-1.156428827,0.270009737,,,,,,,,,,,,,,,
TMEM17,1.093360729,0.038763471,-0.248994141,0.807575937,,,,,,,,,,,,,,,
CD47,1.622886487,0.210288144,1.103175572,0.291582993,,,,,,,,,,,,,,,
RPTOR,1.028679954,0.012280277,0.669932777,0.515585512,,,,,,,,,,,,,,,
ASB9,0.751806648,-0.123893838,-1.45680713,0.170833984,,,,,,,,,,,,,,,
RPSA,0.945608876,-0.02428846,-1.224535239,0.244246291,,,,,,,,,,,,,,,
KRT85,0.683187471,-0.165460107,-1.362166057,0.198167217,,,,,,,,,,,,,,,
ECI2,0.970845437,-0.012849906,-0.611266598,0.552426849,,,,,,,,,,,,,,,
ITM2A,0.955760684,-0.019650839,-0.567839486,0.580613312,,,,,,,,,,,,,,,
MMP2,0.808885806,-0.092112785,-1.354377437,0.200569687,,,,,,,,,,,,,,,
MACROD1,0.967112194,-0.014523141,-0.337170817,0.741812207,,,,,,,,,,,,,,,
TMEM9,0.895970395,-0.04770634,-1.014491577,0.330367022,,,,,,,,,,,,,,,
SPRYD3,0.952095001,-0.021319715,-1.15333792,0.271227255,,,,,,,,,,,,,,,
CACNA2D1,1.033315014,0.01423274,0.350153952,0.732292312,,,,,,,,,,,,,,,
THNSL2,0.966463035,-0.014814752,-0.016716567,0.986937455,,,,,,,,,,,,,,,
NHSL1,1.225770779,0.088409264,0.88060238,0.395827467,,,,,,,,,,,,,,,
F13A1,0.871815224,-0.059575552,-0.249017526,0.807558264,,,,,,,,,,,,,,,
EEF1G,0.909271891,-0.041306235,-0.882568861,0.394805493,,,,,,,,,,,,,,,
PDXP,1.190428427,0.075703289,0.775853685,0.452855554,,,,,,,,,,,,,,,
SMNDC1,1.018643986,0.008022425,0.058505526,0.954308942,,,,,,,,,,,,,,,
DECR2,0.870658267,-0.060152272,-1.269650512,0.228278942,,,,,,,,,,,,,,,
FBLIM1,0.948819176,-0.022816547,-0.005595496,0.995627409,,,,,,,,,,,,,,,
GALNT10,0.971293276,-0.012649618,-0.534699221,0.602624618,,,,,,,,,,,,,,,
MLF2,1.218923501,0.08597645,0.926365844,0.372511994,,,,,,,,,,,,,,,
SLC15A4,0.974298133,-0.01130813,-0.78056426,0.450182613,,,,,,,,,,,,,,,
DHX9,1.036239783,0.015460262,-0.136832101,0.893432407,,,,,,,,,,,,,,,
COPS6,1.046623223,0.019790367,0.486016698,0.635709354,,,,,,,,,,,,,,,
AZU1,0.616160242,-0.210306328,-1.507456813,0.157560269,,,,,,,,,,,,,,,
TFG,0.981060912,-0.008304027,-0.991850816,0.340849462,,,,,,,,,,,,,,,
MAP3K5,1.010451892,0.004515642,0.56646526,0.581517562,,,,,,,,,,,,,,,
YME1L1,0.920609548,-0.035924525,-0.938529236,0.366479545,,,,,,,,,,,,,,,
IER3IP1,0.893198731,-0.049051902,-1.272924855,0.227153438,,,,,,,,,,,,,,,
AKAP11,1.00441458,0.001913008,-0.333382907,0.744598209,,,,,,,,,,,,,,,
MYH9,0.916004136,-0.038102565,-0.673774233,0.513224158,,,,,,,,,,,,,,,
HDGF,1.011681506,0.005043811,0.129179011,0.899355927,,,,,,,,,,,,,,,
CEP250,0.958469313,-0.018421787,-0.903350387,0.384115648,,,,,,,,,,,,,,,
CDK9,0.948921983,-0.022769492,-1.183560465,0.259503566,,,,,,,,,,,,,,,
TUBB2A,1.646568776,0.216579876,1.153387896,0.271207536,,,,,,,,,,,,,,,
VPS26A,0.933320764,-0.029969072,-0.942318696,0.364614276,,,,,,,,,,,,,,,
MAP1B,1.733416529,0.238902933,1.164972903,0.26666621,,,,,,,,,,,,,,,
LMBRD2,0.930658369,-0.031209713,-0.699314684,0.497687129,,,,,,,,,,,,,,,
RPS17,0.930696559,-0.031191892,-0.882236598,0.394978042,,,,,,,,,,,,,,,
FXYD5,1.120271122,0.049323141,-0.028902037,0.977417833,,,,,,,,,,,,,,,
EML3,0.938870916,-0.027394114,-0.653109548,0.526001427,,,,,,,,,,,,,,,
RNF11,1.031639312,0.013527883,-0.430082551,0.674757936,,,,,,,,,,,,,,,
BCR,1.038507619,0.016409687,0.733171791,0.477532634,,,,,,,,,,,,,,,
SRCIN1,1.483423427,0.171265133,1.0845764,0.299418747,,,,,,,,,,,,,,,
MRPL41,0.927058526,-0.032892848,-0.647740133,0.529351262,,,,,,,,,,,,,,,
TPM1,1.026903603,0.011529678,0.39866196,0.69714494,,,,,,,,,,,,,,,
FKBP15,0.956078829,-0.019506298,-0.728937382,0.480025456,,,,,,,,,,,,,,,
GTPBP6,0.943848355,-0.025097777,-0.378256007,0.711846928,,,,,,,,,,,,,,,
SNX7,0.922012676,-0.035263108,-1.141053235,0.276108204,,,,,,,,,,,,,,,
YWHAB,1.050106152,0.021233203,0.839082229,0.417825457,,,,,,,,,,,,,,,
IGHV3-53,0.938498588,-0.027566377,-1.345487779,0.203341037,,,,,,,,,,,,,,,
OGDH,0.9011745,-0.045191106,-0.976839356,0.347930975,,,,,,,,,,,,,,,
BLNK,1.151885164,0.061409185,1.05871812,0.310574637,,,,,,,,,,,,,,,
ZMYM2,0.931355069,-0.030884718,-1.016805653,0.329309022,,,,,,,,,,,,,,,
COG1,0.9616465,-0.016984545,-0.592007051,0.564833473,,,,,,,,,,,,,,,
HYCC2,1.047116027,0.019994807,0.231026185,0.821186521,,,,,,,,,,,,,,,
TAGLN3,2.105990443,0.323456396,1.103274821,0.291541601,,,,,,,,,,,,,,,
EHBP1,0.934634876,-0.029358017,-0.321211615,0.753575569,,,,,,,,,,,,,,,
NRXN2,1.525535939,0.183422443,0.90263614,0.384479706,,,,,,,,,,,,,,,
UTP23,0.959251559,-0.018067486,-0.124844558,0.902713644,,,,,,,,,,,,,,,
ADAM23,2.155466764,0.333541331,1.050242709,0.314297774,,,,,,,,,,,,,,,
DKC1,1.007437471,0.0032181,-0.249533473,0.807168387,,,,,,,,,,,,,,,
MRPL24,0.917200343,-0.037535791,-0.71829819,0.486324052,,,,,,,,,,,,,,,
SMAP1,1.000709613,0.000308072,-0.112555824,0.912243676,,,,,,,,,,,,,,,
MFSD10,0.919176461,-0.036601106,-1.222869093,0.24485255,,,,,,,,,,,,,,,
SLCO2A1,1.081902079,0.034187955,0.270843659,0.79111373,,,,,,,,,,,,,,,
IGHV3-49,4.498613999,0.65307873,0.503922583,0.623439447,,,,,,,,,,,,,,,
SUSD5,1.017128093,0.00737565,0.030279145,0.976342199,,,,,,,,,,,,,,,
NTM,1.816880272,0.259326309,1.077411239,0.302479377,,,,,,,,,,,,,,,
PRKCG,1.734458339,0.239163873,0.732578736,0.477881287,,,,,,,,,,,,,,,
SETD7,0.98576725,-0.006225614,0.23831551,0.815657302,,,,,,,,,,,,,,,
MRPS28,1.123565173,0.050598269,0.305926397,0.764903071,,,,,,,,,,,,,,,
GLIPR2,1.484424214,0.17155803,1.118146614,0.285389522,,,,,,,,,,,,,,,
RPS6KA4,1.015822331,0.006817756,-0.56339541,0.583540226,,,,,,,,,,,,,,,
ITIH5,0.925083627,-0.033819006,-0.424234778,0.678900719,,,,,,,,,,,,,,,
OMD,0.868622555,-0.061168898,-0.172961126,0.865565063,,,,,,,,,,,,,,,
GTF2E2,0.905333027,-0.043191636,-0.926588954,0.372400721,,,,,,,,,,,,,,,
UTRN,1.098598337,0.040838937,0.726624526,0.481390425,,,,,,,,,,,,,,,
CARNS1,2.218646105,0.346088034,1.084972582,0.299250199,,,,,,,,,,,,,,,
DPH3,1.042739918,0.018176,-0.027591392,0.978441598,,,,,,,,,,,,,,,
EEF1A2,2.048388252,0.311412276,1.039111391,0.319237798,,,,,,,,,,,,,,,
CASQ2,0.987684405,-0.005381804,0.039741857,0.968952476,,,,,,,,,,,,,,,
GABARAPL1,1.078045506,0.032637093,0.962251926,0.354913026,,,,,,,,,,,,,,,
TRIM4,0.942451405,-0.025741034,-1.08184578,0.300582383,,,,,,,,,,,,,,,
TUBA1A,1.6438706,0.215867628,1.165605002,0.266420135,,,,,,,,,,,,,,,
DLG3,0.989670772,-0.004509256,-0.544858275,0.595832068,,,,,,,,,,,,,,,
TIMM13,1.0864053,0.035991876,-0.054998683,0.957044596,,,,,,,,,,,,,,,
ECH1,1.12970109,0.052963548,0.069940899,0.945392731,,,,,,,,,,,,,,,
POTEF,1.080232602,0.03351728,0.996731506,0.338569626,,,,,,,,,,,,,,,
LLGL1,1.514477273,0.18026276,1.144162616,0.274866435,,,,,,,,,,,,,,,
SFRP5,1.079706601,0.033305757,-0.16642189,0.870596165,,,,,,,,,,,,,,,
CALD1,0.9549898,-0.020001267,0.104169854,0.918755364,,,,,,,,,,,,,,,
ADPGK,0.980606212,-0.00850536,-1.338986376,0.205387703,,,,,,,,,,,,,,,
U2SURP,0.973545817,-0.011643605,-0.651450942,0.52703488,,,,,,,,,,,,,,,
DDX18,1.042248634,0.017971335,-0.066629744,0.947973714,,,,,,,,,,,,,,,
LAMTOR3,0.969763617,-0.013334114,-0.989009123,0.342181957,,,,,,,,,,,,,,,
ALOX5,1.060091238,0.025343245,0.276825425,0.786624761,,,,,,,,,,,,,,,
HADHA,1.086084111,0.03586346,-0.095721804,0.925321485,,,,,,,,,,,,,,,
GSTO1,1.02304319,0.009893969,0.320789916,0.753887292,,,,,,,,,,,,,,,
DMAP1,0.914936036,-0.038609267,-1.493192761,0.161206453,,,,,,,,,,,,,,,
VEZF1,1.118749607,0.048732896,0.770505984,0.455902261,,,,,,,,,,,,,,,
MUL1,0.850619531,-0.07026465,-1.363519743,0.197752091,,,,,,,,,,,,,,,
ILF2,0.968799995,-0.013765872,-1.126808032,0.281852425,,,,,,,,,,,,,,,
H1-4,1.259395776,0.100162232,1.627427129,0.129600514,,,,,,,,,,,,,,,
HADH,1.133306013,0.054347193,0.084458897,0.934084267,,,,,,,,,,,,,,,
RBMS3,0.924643647,-0.03402561,-0.555464316,0.588782946,,,,,,,,,,,,,,,
SLC18B1,0.935689352,-0.028868313,-0.716460354,0.487417177,,,,,,,,,,,,,,,
ELANE,0.72373491,-0.140420478,-1.329897643,0.208277151,,,,,,,,,,,,,,,
RSBN1,0.909827961,-0.04104072,-1.461354997,0.169604618,,,,,,,,,,,,,,,
TAOK3,0.9746816,-0.011137233,-0.280651231,0.783757898,,,,,,,,,,,,,,,
HK2,0.993261819,-0.002936259,0.189018732,0.853237331,,,,,,,,,,,,,,,
GJC2,0.846333994,-0.072458215,-1.29541384,0.219543459,,,,,,,,,,,,,,,
LZIC,1.004463574,0.001934192,0.146236789,0.886162365,,,,,,,,,,,,,,,
FAM20B,0.953682922,-0.020595994,-0.53515842,0.60231674,,,,,,,,,,,,,,,
FTH1,1.320653194,0.120788786,1.215073447,0.247704985,,,,,,,,,,,,,,,
ETFA,1.056085066,0.023698901,-0.098236253,0.923366543,,,,,,,,,,,,,,,
TUBA8,1.74377237,0.241489792,0.930668162,0.370370355,,,,,,,,,,,,,,,
CEBPZOS,1.121426487,0.04977081,0.361419243,0.724069489,,,,,,,,,,,,,,,
PHKB,1.0027693,0.001201029,-0.289650026,0.777027786,,,,,,,,,,,,,,,
CAPRIN1,0.889553314,-0.050828018,-1.306111584,0.215996606,,,,,,,,,,,,,,,
CRYM,1.988984748,0.298631453,1.055765053,0.311868136,,,,,,,,,,,,,,,
SEC61B,0.979736007,-0.00889093,-0.672329805,0.514111305,,,,,,,,,,,,,,,
SNF8,0.891102832,-0.050072176,-1.094052087,0.295407057,,,,,,,,,,,,,,,
RFESD,0.93302338,-0.030107473,-1.205768502,0.251143962,,,,,,,,,,,,,,,
LIPE,1.401890217,0.146714005,1.005490687,0.334505849,,,,,,,,,,,,,,,
ATG5,1.019801904,0.008515818,-0.1468312,0.885703228,,,,,,,,,,,,,,,
RFLNA,0.891096648,-0.05007519,-0.168238238,0.869198115,,,,,,,,,,,,,,,
CA5B,1.013488636,0.005818883,-0.143181924,0.888522694,,,,,,,,,,,,,,,
TMPRSS5,0.926963173,-0.032937519,-0.524243524,0.609656391,,,,,,,,,,,,,,,
PTPRD,1.866096866,0.270934184,1.105448175,0.290636308,,,,,,,,,,,,,,,
ANXA7,0.943830749,-0.025105878,-1.553374744,0.146298255,,,,,,,,,,,,,,,
GJA1,1.214310087,0.084329603,0.812425101,0.432370008,,,,,,,,,,,,,,,
ADCY5,0.932117812,-0.030529193,-0.00868302,0.993214724,,,,,,,,,,,,,,,
PGAM5,0.99374603,-0.002724593,-0.970733213,0.350841516,,,,,,,,,,,,,,,
PAF1,0.956612123,-0.01926412,-1.380606414,0.192573737,,,,,,,,,,,,,,,
RANBP6,1.021602131,0.00928179,-0.42024214,0.681735572,,,,,,,,,,,,,,,
HOOK3,0.981921914,-0.007923048,-0.007418965,0.994202488,,,,,,,,,,,,,,,
ARSG,2.620022389,0.418305003,1.136111974,0.278090432,,,,,,,,,,,,,,,
STK3,1.014744713,0.006356797,-0.02242686,0.982476063,,,,,,,,,,,,,,,
ZC3HAV1L,0.866083802,-0.062440084,-1.239748589,0.238765525,,,,,,,,,,,,,,,
PCDHA6,0.69722803,-0.156625162,-1.247864538,0.235881964,,,,,,,,,,,,,,,
DIAPH2,0.88072877,-0.055157817,-0.989496542,0.341953135,,,,,,,,,,,,,,,
LAMTOR4,0.958393137,-0.018456305,-1.15641685,0.270014446,,,,,,,,,,,,,,,
ALDH1A1,1.015145623,0.006528346,0.302740666,0.76727121,,,,,,,,,,,,,,,
CYRIB,1.350210375,0.130401441,1.237487599,0.239573826,,,,,,,,,,,,,,,
CBLN1,0.88989741,-0.050660057,-1.108819607,0.289236191,,,,,,,,,,,,,,,
ACP1,1.16904535,0.067831359,0.546838136,0.594512892,,,,,,,,,,,,,,,
ATL1,1.472381151,0.168020249,1.043300076,0.317372185,,,,,,,,,,,,,,,
ABI2,1.151940165,0.061429921,1.000933973,0.336615467,,,,,,,,,,,,,,,
HEATR3,1.045848192,0.01946865,0.231826659,0.820578835,,,,,,,,,,,,,,,
SIRPA,2.305215442,0.36271152,1.169984655,0.264719983,,,,,,,,,,,,,,,
PLXNA1,1.007302432,0.003159883,-0.155002476,0.879396,,,,,,,,,,,,,,,
TMEM147,0.940306715,-0.026730463,-0.835854518,0.419569071,,,,,,,,,,,,,,,
TNR,2.981182511,0.474388565,1.114739455,0.286790165,,,,,,,,,,,,,,,
NKRF,1.092172416,0.038291204,0.747464947,0.469177428,,,,,,,,,,,,,,,
C11orf68,1.093462834,0.038804026,0.282586441,0.782309008,,,,,,,,,,,,,,,
CNDP1,0.978489596,-0.009443788,-0.31020265,0.761728185,,,,,,,,,,,,,,,
BPNT1,1.004859845,0.002105492,0.254773135,0.803212099,,,,,,,,,,,,,,,
EXTL2,1.003252632,0.001410308,-0.769342307,0.456566955,,,,,,,,,,,,,,,
PCDHGC3,1.035490457,0.015146101,0.541972056,0.597757843,,,,,,,,,,,,,,,
MSTO1,0.895769893,-0.047803538,-1.599395592,0.135714954,,,,,,,,,,,,,,,
PLA2G4A,0.923309649,-0.034652626,-0.910199017,0.380636932,,,,,,,,,,,,,,,
GLE1,0.884400843,-0.053350852,-1.116600852,0.286024318,,,,,,,,,,,,,,,
UNG,1.086848635,0.036169064,0.055096575,0.956968223,,,,,,,,,,,,,,,
TMEM120A,1.141766024,0.057577116,0.223181944,0.827147883,,,,,,,,,,,,,,,
HSPB6,1.189721506,0.075445312,1.218178597,0.246565676,,,,,,,,,,,,,,,
CLIC2,0.91459644,-0.038770494,-0.739670709,0.473722273,,,,,,,,,,,,,,,
ADCYAP1R1,2.576534163,0.411035905,1.244222544,0.237172494,,,,,,,,,,,,,,,
PTPRZ1,2.050121167,0.31177953,1.139582509,0.276697058,,,,,,,,,,,,,,,
SPARCL1,1.165186499,0.066395444,1.049281264,0.314722208,,,,,,,,,,,,,,,
RBM25,0.973839329,-0.01151269,-0.861555791,0.405819136,,,,,,,,,,,,,,,
SORD,1.046454823,0.019720484,0.600966226,0.559043346,,,,,,,,,,,,,,,
EIF4G1,0.966019947,-0.015013906,-0.758595401,0.46273462,,,,,,,,,,,,,,,
ENTPD5,0.922590338,-0.034991098,-1.22766938,0.243109097,,,,,,,,,,,,,,,
RNASEH2A,1.019506569,0.008390028,-0.107508715,0.91616198,,,,,,,,,,,,,,,
RAB5C,0.991740529,-0.003601938,-0.331615097,0.745899726,,,,,,,,,,,,,,,
ELOA,0.972579275,-0.012074989,-0.391840489,0.702045736,,,,,,,,,,,,,,,
MAN2A1,0.974750989,-0.011106315,-0.781975716,0.449383672,,,,,,,,,,,,,,,
APBB2,1.128099419,0.052347376,1.010435861,0.332227289,,,,,,,,,,,,,,,
C6orf89,1.059309206,0.025022747,-0.037245595,0.970901621,,,,,,,,,,,,,,,
ADAM22,1.990589874,0.298981791,1.045898783,0.316218801,,,,,,,,,,,,,,,
FYB1,1.026511835,0.011363961,0.218845928,0.830447971,,,,,,,,,,,,,,,
SCRN2,0.921265615,-0.035615138,-0.553748623,0.589920301,,,,,,,,,,,,,,,
PDE4DIP,0.951776011,-0.021465245,-0.889640401,0.391145335,,,,,,,,,,,,,,,
GDI2,1.136789158,0.055679923,0.975472969,0.348580765,,,,,,,,,,,,,,,
RCN1,1.089041233,0.037044323,-0.113526773,0.911490156,,,,,,,,,,,,,,,
TRAM2,0.98416124,-0.006933743,-0.119742406,0.906668581,,,,,,,,,,,,,,,
EPG5,0.980631211,-0.008494288,-0.812888811,0.432114199,,,,,,,,,,,,,,,
CIAPIN1,0.906867079,-0.042456363,-0.761758013,0.460914162,,,,,,,,,,,,,,,
PDSS2,0.96333456,-0.016222859,-1.161841898,0.267887708,,,,,,,,,,,,,,,
COG5,0.946383586,-0.023932801,-0.685126387,0.50628325,,,,,,,,,,,,,,,
TRMT6,1.017468023,0.007520769,-0.253135497,0.804448017,,,,,,,,,,,,,,,
GOSR2,0.949024983,-0.022722355,-0.993970055,0.339858177,,,,,,,,,,,,,,,
FOXRED2,0.859319165,-0.065845502,-1.15590865,0.27021434,,,,,,,,,,,,,,,
ZNF706,0.958673279,-0.018329377,-0.709902406,0.491329958,,,,,,,,,,,,,,,
GUCY1B1,1.647768584,0.216896218,1.074429032,0.303760141,,,,,,,,,,,,,,,
PRMT5,0.978979476,-0.009226413,-0.158604591,0.876618322,,,,,,,,,,,,,,,
YIF1A,0.971197274,-0.012692545,-1.144583306,0.274698758,,,,,,,,,,,,,,,
PLCB2,0.956526829,-0.019302844,-0.733734903,0.47720173,,,,,,,,,,,,,,,
DMTN,1.19304853,0.07665811,0.697351265,0.498871437,,,,,,,,,,,,,,,
LIPT1,1.047455033,0.020135388,0.0123314,0.99036386,,,,,,,,,,,,,,,
ADGRL3,1.459207459,0.164117041,1.164331406,0.266916124,,,,,,,,,,,,,,,
LTBP4,0.707062371,-0.150542275,-1.009141273,0.332822692,,,,,,,,,,,,,,,
CTPS1,0.886968584,-0.052091762,-0.766132874,0.458403373,,,,,,,,,,,,,,,
SSBP1,1.117722914,0.048334154,0.097032868,0.92430209,,,,,,,,,,,,,,,
FRMD5,2.221978022,0.346739759,1.172161948,0.263877919,,,,,,,,,,,,,,,
PYROXD2,0.761578146,-0.118285527,-1.759210472,0.103988324,,,,,,,,,,,,,,,
PRR5L,1.33916849,0.126835222,1.131144332,0.280094244,,,,,,,,,,,,,,,
CMC2,1.10718549,0.044220386,-0.033829661,0.973569184,,,,,,,,,,,,,,,
CMTM6,1.03828757,0.016317655,0.756570882,0.463902345,,,,,,,,,,,,,,,
PRKAR2B,0.981403999,-0.008152177,-0.207079343,0.839420227,,,,,,,,,,,,,,,
GPM6B,4.171536611,0.620296059,1.197540525,0.254216129,,,,,,,,,,,,,,,
PKIA,1.201982067,0.079897988,0.819879538,0.42826971,,,,,,,,,,,,,,,
RBL2,0.923076923,-0.034762106,-0.309752345,0.7620623,,,,,,,,,,,,,,,
TMEM230,1.02658402,0.011394499,-0.350819662,0.731805415,,,,,,,,,,,,,,,
ATP6V1F,1.107991505,0.044536431,0.303249719,0.766892637,,,,,,,,,,,,,,,
SLC66A2,0.971816663,-0.012415659,-0.459833983,0.653855233,,,,,,,,,,,,,,,
DNPH1,1.077831633,0.032550925,-0.01919904,0.984997858,,,,,,,,,,,,,,,
CDKN2C,0.83545997,-0.078074354,-1.178838394,0.261308814,,,,,,,,,,,,,,,
MRPL3,0.922597438,-0.034987756,-0.611397448,0.552343077,,,,,,,,,,,,,,,
SRSF11,0.991113208,-0.003876736,-0.428246667,0.676057355,,,,,,,,,,,,,,,
TRIM2,1.694110366,0.2289417,1.109579562,0.2889213,,,,,,,,,,,,,,,
XAB2,0.930901018,-0.031096495,-0.969330816,0.351512433,,,,,,,,,,,,,,,
IGKV1D-33,1.12578652,0.051456044,0.417600736,0.683613817,,,,,,,,,,,,,,,
COMMD5,0.904148379,-0.043760292,-1.297769992,0.218758246,,,,,,,,,,,,,,,
SLC22A8,0.944541583,-0.024778918,-0.549239042,0.5929152,,,,,,,,,,,,,,,
KRT7,0.905192096,-0.043259247,-0.225957461,0.825037274,,,,,,,,,,,,,,,
TEFM,0.944468055,-0.024812727,-0.745970634,0.470046652,,,,,,,,,,,,,,,
RPS21,0.900578901,-0.045478232,-1.294728957,0.219772131,,,,,,,,,,,,,,,
TMEM120B,0.957824107,-0.018714236,-0.202119484,0.843209371,,,,,,,,,,,,,,,
ESCO1,0.985316408,-0.006424285,-0.249597372,0.807120106,,,,,,,,,,,,,,,
TIMM21,1.025033769,0.010738173,-0.088507055,0.930933612,,,,,,,,,,,,,,,
NUFIP2,0.955856191,-0.019607443,-0.681606395,0.508429459,,,,,,,,,,,,,,,
PSMB9,0.984981169,-0.006572072,0.040615781,0.968270143,,,,,,,,,,,,,,,
SBF2,1.052353952,0.022161836,0.874982927,0.398757813,,,,,,,,,,,,,,,
KRI1,0.985939246,-0.006149846,-0.74064556,0.473152343,,,,,,,,,,,,,,,
NAMPT,1.058919096,0.02486278,0.229531003,0.822321922,,,,,,,,,,,,,,,
DDX46,0.976094816,-0.010507994,-0.641540145,0.533234464,,,,,,,,,,,,,,,
ADGRF5,1.138372389,0.056284354,0.910581319,0.380443389,,,,,,,,,,,,,,,
EMC3,1.0155278,0.006691817,-0.471070405,0.646038611,,,,,,,,,,,,,,,
ERGIC3,0.973382209,-0.011716596,-0.661673393,0.520684078,,,,,,,,,,,,,,,
TP53RK,1.099611532,0.041239286,0.009280327,0.992747977,,,,,,,,,,,,,,,
IMPA1,1.247588741,0.096071447,1.064017568,0.308263407,,,,,,,,,,,,,,,
MT1H,1.389598188,0.142889239,0.790291988,0.44469479,,,,,,,,,,,,,,,
HP1BP3,1.063918846,0.026908502,0.862109777,0.405526136,,,,,,,,,,,,,,,
C6orf136,1.093206306,0.038702128,0.292518998,0.774886046,,,,,,,,,,,,,,,
SVEP1,0.866737019,-0.062112654,-0.980448004,0.346219052,,,,,,,,,,,,,,,
KIDINS220,0.960712026,-0.017406773,-0.958650088,0.356652267,,,,,,,,,,,,,,,
CBSL,1.287299304,0.109679534,0.905957538,0.38278878,,,,,,,,,,,,,,,
SUMO2,0.977199779,-0.01001664,-0.051059085,0.960118517,,,,,,,,,,,,,,,
G3BP2,0.933420959,-0.029922452,-1.025357857,0.325420449,,,,,,,,,,,,,,,
PRPF19,0.950528211,-0.022034989,-1.273681229,0.226894082,,,,,,,,,,,,,,,
TPCN1,0.936663043,-0.028416615,-0.980180757,0.346345625,,,,,,,,,,,,,,,
IGSF8,1.936783557,0.287081089,1.121037522,0.284205201,,,,,,,,,,,,,,,
MRPL2,0.942637797,-0.02565515,-0.371956296,0.716410611,,,,,,,,,,,,,,,
RPS3,0.921141857,-0.035673483,-1.107578316,0.289751088,,,,,,,,,,,,,,,
HIBADH,1.079628372,0.033274289,-0.021474501,0.983220092,,,,,,,,,,,,,,,
STX16,0.979735785,-0.008891029,-0.551128161,0.591659642,,,,,,,,,,,,,,,
DPAGT1,0.860312933,-0.065343548,-1.407920334,0.184529838,,,,,,,,,,,,,,,
CLPTM1,0.985889275,-0.006171858,-0.526784461,0.607943748,,,,,,,,,,,,,,,
GFAP,3.572670279,0.552992937,1.166773436,0.265965729,,,,,,,,,,,,,,,
MRPL4,0.942506403,-0.025715691,-0.621474001,0.545913105,,,,,,,,,,,,,,,
KPNA6,1.067075134,0.028195,0.501603581,0.625022002,,,,,,,,,,,,,,,
EIF5,1.06228395,0.02624062,1.162902746,0.267473355,,,,,,,,,,,,,,,
WWP2,0.969298955,-0.013542256,-0.484954619,0.636440747,,,,,,,,,,,,,,,
RBPMS2,0.846591591,-0.07232605,-1.306095375,0.216001944,,,,,,,,,,,,,,,
COMMD4,0.926794171,-0.033016706,-0.587610382,0.567686823,,,,,,,,,,,,,,,
IGLV3-9,0.918250512,-0.037038821,-0.145124516,0.887021628,,,,,,,,,,,,,,,
CERS1,3.784418356,0.57799914,1.189521725,0.257238512,,,,,,,,,,,,,,,
KAZN,1.011691482,0.005048094,0.430801266,0.674249534,,,,,,,,,,,,,,,
