gene,GO Focus function
IGLV3-25,Inflammation/Immune/Stress/Toxic/Detox
IGLV3-27,Inflammation/Immune/Stress/Toxic/Detox
IGLV3-32,Inflammation/Immune/Stress/Toxic/Detox
IGLV3-9,Inflammation/Immune/Stress/Toxic/Detox
IGLV4-3,Inflammation/Immune/Stress/Toxic/Detox
IGLV4-60,Inflammation/Immune/Stress/Toxic/Detox
IGLV4-69,Inflammation/Immune/Stress/Toxic/Detox
IGLV5-37,Inflammation/Immune/Stress/Toxic/Detox
IGLV5-45,Inflammation/Immune/Stress/Toxic/Detox
IGLV5-48,Inflammation/Immune/Stress/Toxic/Detox
IGLV5-52,Inflammation/Immune/Stress/Toxic/Detox
IGLV6-57,Inflammation/Immune/Stress/Toxic/Detox
IGLV7-43,Inflammation/Immune/Stress/Toxic/Detox
IGLV7-46,Inflammation/Immune/Stress/Toxic/Detox
IGLV8-61,Inflammation/Immune/Stress/Toxic/Detox
IGLV9-49,Inflammation/Immune/Stress/Toxic/Detox
IGSF1,Inflammation/Immune/Stress/Toxic/Detox
IGSF10,Inflammation/Immune/Stress/Toxic/Detox
IGSF11,Inflammation/Immune/Stress/Toxic/Detox
IGSF21,Inflammation/Immune/Stress/Toxic/Detox
IGSF3,Inflammation/Immune/Stress/Toxic/Detox
IGSF5,Inflammation/Immune/Stress/Toxic/Detox
IGSF6,Inflammation/Immune/Stress/Toxic/Detox
IGSF8,Inflammation/Immune/Stress/Toxic/Detox
IGSF9,Inflammation/Immune/Stress/Toxic/Detox
IGSF9B,Inflammation/Immune/Stress/Toxic/Detox
IHH,Inflammation/Immune/Stress/Toxic/Detox
IHO1,Inflammation/Immune/Stress/Toxic/Detox
IK,Inflammation/Immune/Stress/Toxic/Detox
IKBKB,Inflammation/Immune/Stress/Toxic/Detox
IKBKE,Inflammation/Immune/Stress/Toxic/Detox
IKBKG,Inflammation/Immune/Stress/Toxic/Detox
IKZF1,Inflammation/Immune/Stress/Toxic/Detox
IKZF3,Inflammation/Immune/Stress/Toxic/Detox
IKZF4,Inflammation/Immune/Stress/Toxic/Detox
IKZF5,Inflammation/Immune/Stress/Toxic/Detox
IL11,Inflammation/Immune/Stress/Toxic/Detox
IL11RA,Inflammation/Immune/Stress/Toxic/Detox
IL12A,Inflammation/Immune/Stress/Toxic/Detox
IL12B,Inflammation/Immune/Stress/Toxic/Detox
IL12RB1,Inflammation/Immune/Stress/Toxic/Detox
IL12RB2,Inflammation/Immune/Stress/Toxic/Detox
IL13,Inflammation/Immune/Stress/Toxic/Detox
IL13RA1,Inflammation/Immune/Stress/Toxic/Detox
IL13RA2,Inflammation/Immune/Stress/Toxic/Detox
IL15,Inflammation/Immune/Stress/Toxic/Detox
IL15RA,Inflammation/Immune/Stress/Toxic/Detox
IL16,Inflammation/Immune/Stress/Toxic/Detox
IL17A,Inflammation/Immune/Stress/Toxic/Detox
IL17B,Inflammation/Immune/Stress/Toxic/Detox
IL17C,Inflammation/Immune/Stress/Toxic/Detox
IL17D,Inflammation/Immune/Stress/Toxic/Detox
IL17F,Inflammation/Immune/Stress/Toxic/Detox
IL17RA,Inflammation/Immune/Stress/Toxic/Detox
IL17RB,Inflammation/Immune/Stress/Toxic/Detox
IL17RC,Inflammation/Immune/Stress/Toxic/Detox
IL17RD,Inflammation/Immune/Stress/Toxic/Detox
IL17RE,Inflammation/Immune/Stress/Toxic/Detox
IL17REL,Inflammation/Immune/Stress/Toxic/Detox
IL18,Inflammation/Immune/Stress/Toxic/Detox
IL18BP,Inflammation/Immune/Stress/Toxic/Detox
IL18R1,Inflammation/Immune/Stress/Toxic/Detox
IL18RAP,Inflammation/Immune/Stress/Toxic/Detox
IL19,Inflammation/Immune/Stress/Toxic/Detox
IL1A,Inflammation/Immune/Stress/Toxic/Detox
IL1B,Inflammation/Immune/Stress/Toxic/Detox
IL1F10,Inflammation/Immune/Stress/Toxic/Detox
IL1R1,Inflammation/Immune/Stress/Toxic/Detox
IL1R2,Inflammation/Immune/Stress/Toxic/Detox
IL1RAP,Inflammation/Immune/Stress/Toxic/Detox
IL1RAPL1,Inflammation/Immune/Stress/Toxic/Detox
IL1RAPL2,Inflammation/Immune/Stress/Toxic/Detox
IL1RL1,Inflammation/Immune/Stress/Toxic/Detox
IL1RL2,Inflammation/Immune/Stress/Toxic/Detox
IL1RN,Inflammation/Immune/Stress/Toxic/Detox
IL2,Inflammation/Immune/Stress/Toxic/Detox
IL20,Inflammation/Immune/Stress/Toxic/Detox
IL20RA,Inflammation/Immune/Stress/Toxic/Detox
IL20RB,Inflammation/Immune/Stress/Toxic/Detox
IL21,Inflammation/Immune/Stress/Toxic/Detox
IL21R,Inflammation/Immune/Stress/Toxic/Detox
IL22,Inflammation/Immune/Stress/Toxic/Detox
IL22RA1,Inflammation/Immune/Stress/Toxic/Detox
IL22RA2,Inflammation/Immune/Stress/Toxic/Detox
IL23A,Inflammation/Immune/Stress/Toxic/Detox
IL23R,Inflammation/Immune/Stress/Toxic/Detox
IL24,Inflammation/Immune/Stress/Toxic/Detox
IL25,Inflammation/Immune/Stress/Toxic/Detox
IL26,Inflammation/Immune/Stress/Toxic/Detox
IL27,Inflammation/Immune/Stress/Toxic/Detox
IL27RA,Inflammation/Immune/Stress/Toxic/Detox
IL2RA,Inflammation/Immune/Stress/Toxic/Detox
IL2RB,Inflammation/Immune/Stress/Toxic/Detox
IL2RG,Inflammation/Immune/Stress/Toxic/Detox
IL3,Inflammation/Immune/Stress/Toxic/Detox
IL31RA,Inflammation/Immune/Stress/Toxic/Detox
IL32,Inflammation/Immune/Stress/Toxic/Detox
IL33,Inflammation/Immune/Stress/Toxic/Detox
IL34,Inflammation/Immune/Stress/Toxic/Detox
IL36A,Inflammation/Immune/Stress/Toxic/Detox
IL36B,Inflammation/Immune/Stress/Toxic/Detox
IL36G,Inflammation/Immune/Stress/Toxic/Detox
IL36RN,Inflammation/Immune/Stress/Toxic/Detox
IL37,Inflammation/Immune/Stress/Toxic/Detox
IL3RA,Inflammation/Immune/Stress/Toxic/Detox
IL4,Inflammation/Immune/Stress/Toxic/Detox
IL4I1,Inflammation/Immune/Stress/Toxic/Detox
IL4R,Inflammation/Immune/Stress/Toxic/Detox
IL5,Inflammation/Immune/Stress/Toxic/Detox
IL5RA,Inflammation/Immune/Stress/Toxic/Detox
IL6,Inflammation/Immune/Stress/Toxic/Detox
IL6R,Inflammation/Immune/Stress/Toxic/Detox
IL6ST,Inflammation/Immune/Stress/Toxic/Detox
IL7,Inflammation/Immune/Stress/Toxic/Detox
IL7R,Inflammation/Immune/Stress/Toxic/Detox
IL9,Inflammation/Immune/Stress/Toxic/Detox
IL9R,Inflammation/Immune/Stress/Toxic/Detox
ILDR1,Inflammation/Immune/Stress/Toxic/Detox
ILDR2,Inflammation/Immune/Stress/Toxic/Detox
ILRUN,Inflammation/Immune/Stress/Toxic/Detox
IRF1,Inflammation/Immune/Stress/Toxic/Detox
IRF2,Inflammation/Immune/Stress/Toxic/Detox
IRF2BP1,Inflammation/Immune/Stress/Toxic/Detox
IRF2BP2,Inflammation/Immune/Stress/Toxic/Detox
IRF2BPL,Inflammation/Immune/Stress/Toxic/Detox
IRF3,Inflammation/Immune/Stress/Toxic/Detox
IRF4,Inflammation/Immune/Stress/Toxic/Detox
IRF5,Inflammation/Immune/Stress/Toxic/Detox
IRF6,Inflammation/Immune/Stress/Toxic/Detox
IRF7,Inflammation/Immune/Stress/Toxic/Detox
IRF8,Inflammation/Immune/Stress/Toxic/Detox
IRF9,Inflammation/Immune/Stress/Toxic/Detox
IRGC,Inflammation/Immune/Stress/Toxic/Detox
IRGM,Inflammation/Immune/Stress/Toxic/Detox
ISG15,Inflammation/Immune/Stress/Toxic/Detox
ISG20,Inflammation/Immune/Stress/Toxic/Detox
ISG20L2,Inflammation/Immune/Stress/Toxic/Detox
ITCH,Inflammation/Immune/Stress/Toxic/Detox
ITGAM,Inflammation/Immune/Stress/Toxic/Detox
ITK,Inflammation/Immune/Stress/Toxic/Detox
ITLN1,Inflammation/Immune/Stress/Toxic/Detox
JAK1,Inflammation/Immune/Stress/Toxic/Detox
JAK2,Inflammation/Immune/Stress/Toxic/Detox
JAK3,Inflammation/Immune/Stress/Toxic/Detox
KIR2DL1,Inflammation/Immune/Stress/Toxic/Detox
KIR2DL3,Inflammation/Immune/Stress/Toxic/Detox
KIR2DL4,Inflammation/Immune/Stress/Toxic/Detox
KIR2DS1,Inflammation/Immune/Stress/Toxic/Detox
KIR2DS2,Inflammation/Immune/Stress/Toxic/Detox
KIR2DS3,Inflammation/Immune/Stress/Toxic/Detox
KIR2DS4,Inflammation/Immune/Stress/Toxic/Detox
KIR2DS5,Inflammation/Immune/Stress/Toxic/Detox
KIR3DL1,Inflammation/Immune/Stress/Toxic/Detox
KIR3DL2,Inflammation/Immune/Stress/Toxic/Detox
KIR3DS1,Inflammation/Immune/Stress/Toxic/Detox
KIRREL1,Inflammation/Immune/Stress/Toxic/Detox
KIRREL2,Inflammation/Immune/Stress/Toxic/Detox
KIRREL3,Inflammation/Immune/Stress/Toxic/Detox
KLKB1,Inflammation/Immune/Stress/Toxic/Detox
LEAP2,Inflammation/Immune/Stress/Toxic/Detox
LECT2,Inflammation/Immune/Stress/Toxic/Detox
LGALS1,Inflammation/Immune/Stress/Toxic/Detox
LGALS12,Inflammation/Immune/Stress/Toxic/Detox
LGALS13,Inflammation/Immune/Stress/Toxic/Detox
LGALS14,Inflammation/Immune/Stress/Toxic/Detox
LGALS16,Inflammation/Immune/Stress/Toxic/Detox
LGALS2,Inflammation/Immune/Stress/Toxic/Detox
LGALS3,Inflammation/Immune/Stress/Toxic/Detox
LGALS3BP,Inflammation/Immune/Stress/Toxic/Detox
LGALS4,Inflammation/Immune/Stress/Toxic/Detox
LGALS7B,Inflammation/Immune/Stress/Toxic/Detox
LGALS8,Inflammation/Immune/Stress/Toxic/Detox
LGALS9,Inflammation/Immune/Stress/Toxic/Detox
LGALS9B,Inflammation/Immune/Stress/Toxic/Detox
LGALS9C,Inflammation/Immune/Stress/Toxic/Detox
LGALSL-DT,Inflammation/Immune/Stress/Toxic/Detox
LILRA1,Inflammation/Immune/Stress/Toxic/Detox
LILRA2,Inflammation/Immune/Stress/Toxic/Detox
LILRA3,Inflammation/Immune/Stress/Toxic/Detox
LILRA4,Inflammation/Immune/Stress/Toxic/Detox
LILRA5,Inflammation/Immune/Stress/Toxic/Detox
LILRA6,Inflammation/Immune/Stress/Toxic/Detox
LILRB1,Inflammation/Immune/Stress/Toxic/Detox
LILRB2,Inflammation/Immune/Stress/Toxic/Detox
LILRB3,Inflammation/Immune/Stress/Toxic/Detox
LILRB4,Inflammation/Immune/Stress/Toxic/Detox
LILRB5,Inflammation/Immune/Stress/Toxic/Detox
LITAF,Inflammation/Immune/Stress/Toxic/Detox
LMLN,Inflammation/Immune/Stress/Toxic/Detox
LRG1,Inflammation/Immune/Stress/Toxic/Detox
LRIG1,Inflammation/Immune/Stress/Toxic/Detox
LRIG2,Inflammation/Immune/Stress/Toxic/Detox
LRIG3,Inflammation/Immune/Stress/Toxic/Detox
LRIT3,Inflammation/Immune/Stress/Toxic/Detox
LRRK1,Inflammation/Immune/Stress/Toxic/Detox
LRRK2,Inflammation/Immune/Stress/Toxic/Detox
LTA,Inflammation/Immune/Stress/Toxic/Detox
LTA4H,Inflammation/Immune/Stress/Toxic/Detox
LTB,Inflammation/Immune/Stress/Toxic/Detox
LTB4R,Inflammation/Immune/Stress/Toxic/Detox
LTB4R2,Inflammation/Immune/Stress/Toxic/Detox
LTBR,Inflammation/Immune/Stress/Toxic/Detox
LY6D,Inflammation/Immune/Stress/Toxic/Detox
LY6E,Inflammation/Immune/Stress/Toxic/Detox
LY6G5B,Inflammation/Immune/Stress/Toxic/Detox
LY6G5C,Inflammation/Immune/Stress/Toxic/Detox
LY6G6C,Inflammation/Immune/Stress/Toxic/Detox
LY6G6D,Inflammation/Immune/Stress/Toxic/Detox
LY6H,Inflammation/Immune/Stress/Toxic/Detox
LY6K,Inflammation/Immune/Stress/Toxic/Detox
LY75,Inflammation/Immune/Stress/Toxic/Detox
LY86,Inflammation/Immune/Stress/Toxic/Detox
LY9,Inflammation/Immune/Stress/Toxic/Detox
MACIR,Inflammation/Immune/Stress/Toxic/Detox
MAP1LC3A,Inflammation/Immune/Stress/Toxic/Detox
MAP1LC3B,Inflammation/Immune/Stress/Toxic/Detox
MAP1LC3B2,Inflammation/Immune/Stress/Toxic/Detox
MAP1LC3C,Inflammation/Immune/Stress/Toxic/Detox
MARCO,Inflammation/Immune/Stress/Toxic/Detox
MEFV,Inflammation/Immune/Stress/Toxic/Detox
MERTK,Inflammation/Immune/Stress/Toxic/Detox
MLEC,Inflammation/Immune/Stress/Toxic/Detox
MNDA,Inflammation/Immune/Stress/Toxic/Detox
MPIG6B,Inflammation/Immune/Stress/Toxic/Detox
MPO,Inflammation/Immune/Stress/Toxic/Detox
NCR1,Inflammation/Immune/Stress/Toxic/Detox
NCR2,Inflammation/Immune/Stress/Toxic/Detox
NCR3,Inflammation/Immune/Stress/Toxic/Detox
NCR3LG1,Inflammation/Immune/Stress/Toxic/Detox
NLRC3,Inflammation/Immune/Stress/Toxic/Detox
NLRC4,Inflammation/Immune/Stress/Toxic/Detox
NLRC5,Inflammation/Immune/Stress/Toxic/Detox
NLRP1,Inflammation/Immune/Stress/Toxic/Detox
NLRP10,Inflammation/Immune/Stress/Toxic/Detox
NLRP11,Inflammation/Immune/Stress/Toxic/Detox
NLRP12,Inflammation/Immune/Stress/Toxic/Detox
NLRP13,Inflammation/Immune/Stress/Toxic/Detox
NLRP14,Inflammation/Immune/Stress/Toxic/Detox
NLRP2,Inflammation/Immune/Stress/Toxic/Detox
NLRP2B,Inflammation/Immune/Stress/Toxic/Detox
NLRP3,Inflammation/Immune/Stress/Toxic/Detox
NLRP4,Inflammation/Immune/Stress/Toxic/Detox
NLRP5,Inflammation/Immune/Stress/Toxic/Detox
NLRP6,Inflammation/Immune/Stress/Toxic/Detox
NLRP7,Inflammation/Immune/Stress/Toxic/Detox
NLRP8,Inflammation/Immune/Stress/Toxic/Detox
NLRP9,Inflammation/Immune/Stress/Toxic/Detox
NLRX1,Inflammation/Immune/Stress/Toxic/Detox
OAS1,Inflammation/Immune/Stress/Toxic/Detox
OAS2,Inflammation/Immune/Stress/Toxic/Detox
OAS3,Inflammation/Immune/Stress/Toxic/Detox
OASL,Inflammation/Immune/Stress/Toxic/Detox
OSGIN1,Inflammation/Immune/Stress/Toxic/Detox
OSGIN2,Inflammation/Immune/Stress/Toxic/Detox
OXER1,Inflammation/Immune/Stress/Toxic/Detox
PILRB,Inflammation/Immune/Stress/Toxic/Detox
PLA2R1,Inflammation/Immune/Stress/Toxic/Detox
PTAFR,Inflammation/Immune/Stress/Toxic/Detox
PTGDR,Inflammation/Immune/Stress/Toxic/Detox
PTGDR2,Inflammation/Immune/Stress/Toxic/Detox
PTX3,Inflammation/Immune/Stress/Toxic/Detox
PYHIN1,Inflammation/Immune/Stress/Toxic/Detox
PZP,Inflammation/Immune/Stress/Toxic/Detox
RAE1,Inflammation/Immune/Stress/Toxic/Detox
RAET1E,Inflammation/Immune/Stress/Toxic/Detox
RAET1G,Inflammation/Immune/Stress/Toxic/Detox
RAET1L,Inflammation/Immune/Stress/Toxic/Detox
REL,Inflammation/Immune/Stress/Toxic/Detox
RELA,Inflammation/Immune/Stress/Toxic/Detox
RELB,Inflammation/Immune/Stress/Toxic/Detox
RELCH,Inflammation/Immune/Stress/Toxic/Detox
RELT,Inflammation/Immune/Stress/Toxic/Detox
RETN,Inflammation/Immune/Stress/Toxic/Detox
RETNLB,Inflammation/Immune/Stress/Toxic/Detox
S1PR1,Inflammation/Immune/Stress/Toxic/Detox
S1PR2,Inflammation/Immune/Stress/Toxic/Detox
S1PR3,Inflammation/Immune/Stress/Toxic/Detox
S1PR4,Inflammation/Immune/Stress/Toxic/Detox
S1PR5,Inflammation/Immune/Stress/Toxic/Detox
SAA1,Inflammation/Immune/Stress/Toxic/Detox
SAA2,Inflammation/Immune/Stress/Toxic/Detox
SAA4,Inflammation/Immune/Stress/Toxic/Detox
SCARA3,Inflammation/Immune/Stress/Toxic/Detox
SCARA5,Inflammation/Immune/Stress/Toxic/Detox
SCARF1,Inflammation/Immune/Stress/Toxic/Detox
SCARF2,Inflammation/Immune/Stress/Toxic/Detox
SCYGR1,Inflammation/Immune/Stress/Toxic/Detox
SCYGR10,Inflammation/Immune/Stress/Toxic/Detox
SCYGR2,Inflammation/Immune/Stress/Toxic/Detox
SCYGR3,Inflammation/Immune/Stress/Toxic/Detox
SCYGR4,Inflammation/Immune/Stress/Toxic/Detox
SCYGR5,Inflammation/Immune/Stress/Toxic/Detox
SCYGR6,Inflammation/Immune/Stress/Toxic/Detox
SCYGR7,Inflammation/Immune/Stress/Toxic/Detox
SCYGR8,Inflammation/Immune/Stress/Toxic/Detox
SCYGR9,Inflammation/Immune/Stress/Toxic/Detox
SELPLG,Inflammation/Immune/Stress/Toxic/Detox
SERP2,Inflammation/Immune/Stress/Toxic/Detox
SERPINA1,Inflammation/Immune/Stress/Toxic/Detox
SERPINA10,Inflammation/Immune/Stress/Toxic/Detox
SERPINA11,Inflammation/Immune/Stress/Toxic/Detox
SERPINA12,Inflammation/Immune/Stress/Toxic/Detox
SERPINA2,Inflammation/Immune/Stress/Toxic/Detox
SERPINA3,Inflammation/Immune/Stress/Toxic/Detox
SERPINA4,Inflammation/Immune/Stress/Toxic/Detox
SERPINA5,Inflammation/Immune/Stress/Toxic/Detox
SERPINA6,Inflammation/Immune/Stress/Toxic/Detox
SERPINA7,Inflammation/Immune/Stress/Toxic/Detox
SERPINA9,Inflammation/Immune/Stress/Toxic/Detox
SERPINB1,Inflammation/Immune/Stress/Toxic/Detox
SERPINB10,Inflammation/Immune/Stress/Toxic/Detox
SERPINB11,Inflammation/Immune/Stress/Toxic/Detox
SERPINB12,Inflammation/Immune/Stress/Toxic/Detox
SERPINB13,Inflammation/Immune/Stress/Toxic/Detox
SERPINB2,Inflammation/Immune/Stress/Toxic/Detox
SERPINB3,Inflammation/Immune/Stress/Toxic/Detox
SERPINB4,Inflammation/Immune/Stress/Toxic/Detox
SERPINB5,Inflammation/Immune/Stress/Toxic/Detox
SERPINB6,Inflammation/Immune/Stress/Toxic/Detox
SERPINB7,Inflammation/Immune/Stress/Toxic/Detox
SERPINB8,Inflammation/Immune/Stress/Toxic/Detox
SERPINB9,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC1,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC10,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC11,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC12,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC14,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC15,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC16,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC5,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC6,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC7,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC8,Inflammation/Immune/Stress/Toxic/Detox
SIGLEC9,Inflammation/Immune/Stress/Toxic/Detox
SIGLECL1,Inflammation/Immune/Stress/Toxic/Detox
SIRPA,Inflammation/Immune/Stress/Toxic/Detox
SIRPB1,Inflammation/Immune/Stress/Toxic/Detox
SIRPG,Inflammation/Immune/Stress/Toxic/Detox
SIT1,Inflammation/Immune/Stress/Toxic/Detox
SIVA1,Inflammation/Immune/Stress/Toxic/Detox
SKAP1,Inflammation/Immune/Stress/Toxic/Detox
SKAP2,Inflammation/Immune/Stress/Toxic/Detox
SLA,Inflammation/Immune/Stress/Toxic/Detox
SLAMF1,Inflammation/Immune/Stress/Toxic/Detox
SLAMF6,Inflammation/Immune/Stress/Toxic/Detox
SLAMF7,Inflammation/Immune/Stress/Toxic/Detox
SLAMF8,Inflammation/Immune/Stress/Toxic/Detox
SLAMF9,Inflammation/Immune/Stress/Toxic/Detox
SLFN11,Inflammation/Immune/Stress/Toxic/Detox
SLFN12,Inflammation/Immune/Stress/Toxic/Detox
SLFN13,Inflammation/Immune/Stress/Toxic/Detox
SLFN14,Inflammation/Immune/Stress/Toxic/Detox
SOCS1,Inflammation/Immune/Stress/Toxic/Detox
SOCS2,Inflammation/Immune/Stress/Toxic/Detox
SOCS3,Inflammation/Immune/Stress/Toxic/Detox
SOCS4,Inflammation/Immune/Stress/Toxic/Detox
SOCS5,Inflammation/Immune/Stress/Toxic/Detox
SOCS6,Inflammation/Immune/Stress/Toxic/Detox
SOCS7,Inflammation/Immune/Stress/Toxic/Detox
SOD1,Inflammation/Immune/Stress/Toxic/Detox
SOD2,Inflammation/Immune/Stress/Toxic/Detox
SOD3,Inflammation/Immune/Stress/Toxic/Detox
SPIB,Inflammation/Immune/Stress/Toxic/Detox
SPIC,Inflammation/Immune/Stress/Toxic/Detox
SPNS1,Inflammation/Immune/Stress/Toxic/Detox
SPNS2,Inflammation/Immune/Stress/Toxic/Detox
SPNS3,Inflammation/Immune/Stress/Toxic/Detox
SPP1,Inflammation/Immune/Stress/Toxic/Detox
SQSTM1,Inflammation/Immune/Stress/Toxic/Detox
STAT1,Inflammation/Immune/Stress/Toxic/Detox
STAT2,Inflammation/Immune/Stress/Toxic/Detox
STAT3,Inflammation/Immune/Stress/Toxic/Detox
STAT4,Inflammation/Immune/Stress/Toxic/Detox
STAT5A,Inflammation/Immune/Stress/Toxic/Detox
STAT5B,Inflammation/Immune/Stress/Toxic/Detox
STAT6,Inflammation/Immune/Stress/Toxic/Detox
TAB1,Inflammation/Immune/Stress/Toxic/Detox
TAB2,Inflammation/Immune/Stress/Toxic/Detox
TAB3,Inflammation/Immune/Stress/Toxic/Detox
TCIM,Inflammation/Immune/Stress/Toxic/Detox
TGFB1,Inflammation/Immune/Stress/Toxic/Detox
TGFB1I1,Inflammation/Immune/Stress/Toxic/Detox
TGFB2,Inflammation/Immune/Stress/Toxic/Detox
TGFB3,Inflammation/Immune/Stress/Toxic/Detox
TGFBR1,Inflammation/Immune/Stress/Toxic/Detox
TGFBR2,Inflammation/Immune/Stress/Toxic/Detox
TGFBR3,Inflammation/Immune/Stress/Toxic/Detox
TGFBR3L,Inflammation/Immune/Stress/Toxic/Detox
TGFBRAP1,Inflammation/Immune/Stress/Toxic/Detox
TICAM1,Inflammation/Immune/Stress/Toxic/Detox
TICAM2,Inflammation/Immune/Stress/Toxic/Detox
TIFA,Inflammation/Immune/Stress/Toxic/Detox
TIGIT,Inflammation/Immune/Stress/Toxic/Detox
TNFAIP6,Inflammation/Immune/Stress/Toxic/Detox
TRADD,Inflammation/Immune/Stress/Toxic/Detox
TREM1,Inflammation/Immune/Stress/Toxic/Detox
TREM2,Inflammation/Immune/Stress/Toxic/Detox
TREML1,Inflammation/Immune/Stress/Toxic/Detox
TREML2,Inflammation/Immune/Stress/Toxic/Detox
TREML4,Inflammation/Immune/Stress/Toxic/Detox
TXNL1,Inflammation/Immune/Stress/Toxic/Detox
TXNL4A,Inflammation/Immune/Stress/Toxic/Detox
TXNL4B,Inflammation/Immune/Stress/Toxic/Detox
TXNRD1,Inflammation/Immune/Stress/Toxic/Detox
TXNRD2,Inflammation/Immune/Stress/Toxic/Detox
TXNRD3,Inflammation/Immune/Stress/Toxic/Detox
UGGT1,Inflammation/Immune/Stress/Toxic/Detox
UGGT2,Inflammation/Immune/Stress/Toxic/Detox
UGP2,Inflammation/Immune/Stress/Toxic/Detox
UGT1A1,Inflammation/Immune/Stress/Toxic/Detox
UGT1A10,Inflammation/Immune/Stress/Toxic/Detox
UGT1A3,Inflammation/Immune/Stress/Toxic/Detox
UGT1A4,Inflammation/Immune/Stress/Toxic/Detox
UGT1A6,Inflammation/Immune/Stress/Toxic/Detox
UGT1A7,Inflammation/Immune/Stress/Toxic/Detox
UGT1A8,Inflammation/Immune/Stress/Toxic/Detox
UGT1A9,Inflammation/Immune/Stress/Toxic/Detox
UGT2B15,Inflammation/Immune/Stress/Toxic/Detox
UGT2B17,Inflammation/Immune/Stress/Toxic/Detox
UGT2B4,Inflammation/Immune/Stress/Toxic/Detox
UGT2B7,Inflammation/Immune/Stress/Toxic/Detox
ULBP1,Inflammation/Immune/Stress/Toxic/Detox
ULBP2,Inflammation/Immune/Stress/Toxic/Detox
ULBP3,Inflammation/Immune/Stress/Toxic/Detox
VSIR,Inflammation/Immune/Stress/Toxic/Detox
XCL1,Inflammation/Immune/Stress/Toxic/Detox
XCL2,Inflammation/Immune/Stress/Toxic/Detox
XCR1,Inflammation/Immune/Stress/Toxic/Detox
ZFAT,Inflammation/Immune/Stress/Toxic/Detox
ADAM15,Matrisome/cell adhesion/binding/signaling
ADAM2,Matrisome/cell adhesion/binding/signaling
ADAM8,Matrisome/cell adhesion/binding/signaling
ADAM9,Matrisome/cell adhesion/binding/signaling
ADAMTS3,Matrisome/cell adhesion/binding/signaling
ADAMTS4,Matrisome/cell adhesion/binding/signaling
ADAMTS5,Matrisome/cell adhesion/binding/signaling
ADAMTS6,Matrisome/cell adhesion/binding/signaling
ADAMTS7,Matrisome/cell adhesion/binding/signaling
ADAMTS8,Matrisome/cell adhesion/binding/signaling
ADAMTS9,Matrisome/cell adhesion/binding/signaling
ADGRA2,Matrisome/cell adhesion/binding/signaling
ADGRA3,Matrisome/cell adhesion/binding/signaling
ADGRB1,Matrisome/cell adhesion/binding/signaling
ADGRB2,Matrisome/cell adhesion/binding/signaling
ADGRB3,Matrisome/cell adhesion/binding/signaling
ADGRD1,Matrisome/cell adhesion/binding/signaling
ADGRD2,Matrisome/cell adhesion/binding/signaling
ADGRE1,Matrisome/cell adhesion/binding/signaling
ADGRE2,Matrisome/cell adhesion/binding/signaling
ADGRE3,Matrisome/cell adhesion/binding/signaling
ADGRE5,Matrisome/cell adhesion/binding/signaling
ADGRF1,Matrisome/cell adhesion/binding/signaling
ADGRF2,Matrisome/cell adhesion/binding/signaling
ADGRF3,Matrisome/cell adhesion/binding/signaling
ADGRF4,Matrisome/cell adhesion/binding/signaling
ADGRF5,Matrisome/cell adhesion/binding/signaling
ADGRG1,Matrisome/cell adhesion/binding/signaling
ADGRG2,Matrisome/cell adhesion/binding/signaling
ADGRG3,Matrisome/cell adhesion/binding/signaling
ADGRG4,Matrisome/cell adhesion/binding/signaling
ADGRG5,Matrisome/cell adhesion/binding/signaling
ADGRG6,Matrisome/cell adhesion/binding/signaling
ADGRG7,Matrisome/cell adhesion/binding/signaling
ADGRL1,Matrisome/cell adhesion/binding/signaling
ADGRL2,Matrisome/cell adhesion/binding/signaling
ADGRL3,Matrisome/cell adhesion/binding/signaling
ADGRL4,Matrisome/cell adhesion/binding/signaling
ADGRV1,Matrisome/cell adhesion/binding/signaling
AFDN,Matrisome/cell adhesion/binding/signaling
AJAP1,Matrisome/cell adhesion/binding/signaling
AJM1,Matrisome/cell adhesion/binding/signaling
ALCAM,Matrisome/cell adhesion/binding/signaling
BCAM,Matrisome/cell adhesion/binding/signaling
BCAN,Matrisome/cell adhesion/binding/signaling
BGN,Matrisome/cell adhesion/binding/signaling
BMP1,Matrisome/cell adhesion/binding/signaling
BSG,Matrisome/cell adhesion/binding/signaling
CADM1,Matrisome/cell adhesion/binding/signaling
CADM2,Matrisome/cell adhesion/binding/signaling
CADM2-AS2,Matrisome/cell adhesion/binding/signaling
CADM3,Matrisome/cell adhesion/binding/signaling
CADM4,Matrisome/cell adhesion/binding/signaling
CASS4,Matrisome/cell adhesion/binding/signaling
CAST,Matrisome/cell adhesion/binding/signaling
CD44,Matrisome/cell adhesion/binding/signaling
CD46,Matrisome/cell adhesion/binding/signaling
